Supplier Name,Region,Country,Function,Service,Avg. Cost($),Rating,Average Delivery Time (days),Number of Escalations,Year,Resources,Delivery Frequency,Lead Time (days),Total Shipments,On-Time Delivery Rate (%),Customer Satisfaction Score,Return Rate (%),Contract Duration (months),Geographical Coverage,Technology Used
Infosys,Europe,Trinidad and Tobago,IT & Infrastructure,Mainframe services,150k,80,22,50,2016,4530,Weekly,12,4931,64,6,20,17,National,Blockchain
IBM,Europe,Mongolia,Consulting,Applications Development,100k,91,5,8,2017,7100,Weekly,4,9885,94,10,6,18,Local,RFID
Genpact,North America,Hungary,IT & Infrastructure,Service Desk,100k,85,16,17,2014,3247,Weekly,7,4809,84,10,16,20,National,GPS Tracking
Infosys,APAC,Jamaica,HR,Mainframe services,150k,77,22,42,2018,3092,Daily,11,3128,68,6,20,31,Local,Blockchain
Capgemini,North America,Albania,IT & Infrastructure,Applications Development,100k,83,4,3,2017,9782,Monthly,4,9038,97,10,3,22,International,RFID
IBM,Europe,Japan,Consulting,Applications Development & Maintenance,150k,75,18,20,2016,6001,Monthly,7,2890,81,9,19,34,International,IoT Sensors
IBM,North America,Moldova,Consulting,Mainframe services,150k,89,21,32,2014,8350,Daily,15,1190,74,7,20,15,Local,Blockchain
IBM,Europe,Angola,IT & Infrastructure,Mainframe services,150k,78,30,21,2018,8440,Daily,18,5134,75,7,20,23,National,Blockchain
Genpact,North America,Kiribati,Consulting,Service Desk,100k,97,25,16,2017,2837,Daily,10,7657,80,8,20,17,Local,GPS Tracking
IBM,North America,Cambodia,HR,Mainframe services,150k,76,29,34,2014,6461,Monthly,14,3890,69,6,20,18,National,Blockchain
Capgemini,APAC,Ghana,IT & Infrastructure,Applications Development,100k,92,2,9,2016,4926,Daily,2,8638,95,10,5,15,International,RFID
Genpact,Europe,American Samoa,IT & Infrastructure,Applications Development & Maintenance,150k,81,18,25,2016,8862,Weekly,5,9001,79,7,20,28,National,IoT Sensors
IBM,Europe,Bulgaria,IT & Infrastructure,Applications Development & Maintenance,150k,80,18,23,2016,3002,Daily,7,7393,80,8,20,17,International,IoT Sensors
Genpact,North America,Palau,HR,Mainframe services,150k,71,30,26,2014,9386,Weekly,15,9349,72,7,20,22,Local,Blockchain
IBM,North America,Saint Martin,Consulting,Mainframe services,150k,72,27,26,2018,8253,Weekly,20,6307,74,7,20,21,Local,Blockchain
Capgemini,APAC,Malta,HR,Service Desk,100k,89,19,17,2017,7161,Monthly,6,7145,83,10,17,15,National,GPS Tracking
Infosys,Europe,Bhutan,IT & Infrastructure,Mainframe services,150k,73,29,38,2014,9720,Daily,19,9857,67,6,20,30,International,Blockchain
Genpact,Europe,El Salvador,HR,Mainframe services,150k,80,29,20,2016,2559,Weekly,13,1492,76,7,20,29,International,Blockchain
IBM,North America,El Salvador,Consulting,Service Desk,100k,93,19,19,2017,8500,Monthly,13,9649,82,9,18,14,National,GPS Tracking
IBM,Europe,Israel,IT & Infrastructure,Service Desk,100k,100,20,25,2014,1841,Daily,13,3035,78,7,20,17,Local,GPS Tracking
Infosys,APAC,Saint Martin,Consulting,Applications Development,100k,86,8,9,2016,8403,Weekly,5,1442,92,10,8,21,National,RFID
IBM,APAC,Israel,Consulting,Applications Development,100k,95,9,5,2016,7970,Weekly,5,8232,94,10,6,16,Local,RFID
Genpact,Europe,Sao Tome and Principe,IT & Infrastructure,Service Desk,100k,76,16,15,2017,8117,Monthly,6,8887,85,10,15,23,Local,GPS Tracking
Infosys,North America,Gabon,Consulting,Applications Development,100k,88,10,8,2014,1371,Monthly,2,9485,91,10,9,20,International,RFID
IBM,North America,Slovakia (Slovak Republic),IT & Infrastructure,Applications Development & Maintenance,150k,87,17,28,2018,7929,Daily,8,9687,78,7,20,13,Local,IoT Sensors
Infosys,Europe,Mauritania,Consulting,Applications Development & Maintenance,150k,100,20,20,2014,6216,Weekly,5,3297,80,8,20,35,Local,IoT Sensors
Infosys,APAC,India,IT & Infrastructure,Service Desk,100k,100,16,28,2016,8771,Daily,6,5136,78,7,20,15,Local,GPS Tracking
Infosys,Europe,Greece,IT & Infrastructure,Mainframe services,150k,92,23,43,2017,9765,Weekly,11,1755,68,6,20,25,International,Blockchain
IBM,APAC,Guam,HR,Applications Development,100k,84,6,1,2016,7561,Daily,3,1241,97,10,3,14,National,RFID
Infosys,APAC,Faroe Islands,HR,Service Desk,100k,81,21,14,2018,5019,Daily,11,3524,83,10,17,19,National,GPS Tracking
IBM,North America,Dominica,IT & Infrastructure,Applications Development & Maintenance,150k,81,10,30,2017,8378,Monthly,5,4135,80,8,20,22,Local,IoT Sensors
Genpact,North America,Djibouti,Consulting,Mainframe services,150k,95,23,38,2014,2659,Weekly,16,6323,70,7,20,27,National,Blockchain
Genpact,Europe,Israel,IT & Infrastructure,Applications Development & Maintenance,150k,85,19,11,2018,3977,Weekly,10,7586,86,10,14,33,Local,IoT Sensors
Capgemini,APAC,Pakistan,Consulting,Applications Development & Maintenance,150k,99,16,30,2016,5833,Monthly,9,3001,77,7,20,24,International,IoT Sensors
Capgemini,APAC,Puerto Rico,IT & Infrastructure,Applications Development,100k,98,5,2,2014,8566,Weekly,3,5397,97,10,3,23,International,RFID
IBM,APAC,Latvia,Consulting,Applications Development & Maintenance,150k,100,20,19,2014,1613,Weekly,9,3195,81,9,19,25,International,IoT Sensors
Genpact,North America,Nauru,Consulting,Applications Development,100k,76,4,1,2018,3200,Daily,4,8441,98,10,2,16,Local,RFID
Infosys,Europe,Angola,HR,Mainframe services,150k,77,30,28,2017,4463,Monthly,14,454,71,7,20,26,International,Blockchain
IBM,Europe,Latvia,HR,Service Desk,100k,97,21,25,2014,3845,Monthly,5,2936,78,7,20,18,International,GPS Tracking
IBM,North America,Ecuador,IT & Infrastructure,Mainframe services,150k,97,27,44,2016,6384,Monthly,18,8908,65,6,20,20,International,Blockchain
Genpact,APAC,Bulgaria,HR,Service Desk,100k,100,16,24,2018,2963,Daily,12,1831,80,8,20,16,National,GPS Tracking
Infosys,Europe,Costa Rica,Consulting,Mainframe services,150k,76,23,29,2018,8261,Monthly,10,5984,75,7,20,18,International,Blockchain
Capgemini,North America,Ireland,IT & Infrastructure,Applications Development & Maintenance,150k,96,13,22,2017,2544,Monthly,6,3910,83,10,17,21,International,IoT Sensors
Genpact,Europe,Canada,HR,Applications Development,100k,97,10,2,2018,1379,Monthly,1,3152,94,10,6,17,International,RFID
Infosys,North America,Greece,IT & Infrastructure,Applications Development & Maintenance,150k,90,15,18,2016,4811,Weekly,6,1492,84,10,16,17,International,IoT Sensors
Infosys,North America,Kiribati,Consulting,Applications Development,100k,72,8,8,2014,1927,Monthly,3,8205,92,10,8,14,International,RFID
IBM,APAC,Mauritius,HR,Mainframe services,150k,90,23,25,2014,1974,Daily,19,8008,77,7,20,20,International,Blockchain
IBM,Europe,Uruguay,Consulting,Mainframe services,150k,70,22,24,2018,3474,Daily,20,6486,77,7,20,36,National,Blockchain
Capgemini,North America,Guatemala,IT & Infrastructure,Service Desk,100k,75,17,21,2017,1229,Daily,7,4442,82,9,18,13,International,GPS Tracking
Infosys,APAC,South Georgia and the South Sandwich Islands,IT & Infrastructure,Applications Development & Maintenance,150k,79,11,13,2018,9615,Daily,8,7171,89,10,11,29,Local,IoT Sensors
Capgemini,North America,Liberia,HR,Service Desk,100k,90,22,10,2016,1918,Daily,5,2581,84,10,16,14,Local,GPS Tracking
Capgemini,Europe,Uruguay,IT & Infrastructure,Applications Development,100k,72,4,7,2017,4220,Monthly,3,6805,95,10,5,24,International,RFID
IBM,APAC,Fiji,IT & Infrastructure,Applications Development,100k,73,8,8,2018,4987,Daily,3,2337,92,10,8,21,National,RFID
Infosys,APAC,Luxembourg,IT & Infrastructure,Applications Development,100k,90,4,10,2018,3812,Daily,4,2725,93,10,7,19,Local,RFID
Capgemini,APAC,Israel,HR,Applications Development,100k,82,7,10,2018,3335,Daily,5,3141,92,10,8,12,Local,RFID
Infosys,North America,Tokelau,IT & Infrastructure,Applications Development,100k,88,5,7,2016,9964,Weekly,3,1220,95,10,5,24,National,RFID
Infosys,APAC,Brazil,IT & Infrastructure,Applications Development,100k,94,5,4,2017,5802,Weekly,3,2258,96,10,4,18,Local,RFID
Genpact,North America,United Arab Emirates,IT & Infrastructure,Mainframe services,150k,76,30,32,2017,2348,Daily,11,2425,69,6,20,12,International,Blockchain
Capgemini,APAC,Falkland Islands (Malvinas),Consulting,Applications Development,100k,89,5,8,2014,4411,Monthly,3,3092,94,10,6,24,National,RFID
Capgemini,North America,Madagascar,IT & Infrastructure,Mainframe services,150k,90,23,49,2018,5916,Weekly,11,9229,65,6,20,16,Local,Blockchain
IBM,APAC,Serbia,Consulting,Applications Development & Maintenance,150k,71,15,28,2016,2732,Weekly,7,1841,79,7,20,29,International,IoT Sensors
Capgemini,Europe,Morocco,Consulting,Applications Development,100k,94,10,2,2017,9779,Weekly,5,6876,94,10,6,14,National,RFID
Genpact,North America,Korea,Consulting,Service Desk,100k,71,23,23,2014,9195,Monthly,11,8710,78,7,20,14,National,GPS Tracking
Genpact,North America,Guyana,HR,Mainframe services,150k,87,20,36,2014,2794,Weekly,14,9469,72,7,20,35,Local,Blockchain
Capgemini,North America,Zambia,IT & Infrastructure,Service Desk,100k,71,24,14,2018,9668,Weekly,14,3403,81,9,19,13,National,GPS Tracking
IBM,Europe,Germany,Consulting,Applications Development & Maintenance,150k,78,13,18,2018,1640,Daily,7,8360,85,10,15,29,Local,IoT Sensors
IBM,North America,Belarus,IT & Infrastructure,Applications Development,100k,74,9,7,2014,3755,Daily,5,1180,93,10,7,17,Local,RFID
IBM,North America,Panama,IT & Infrastructure,Applications Development & Maintenance,150k,98,17,14,2016,4568,Monthly,10,132,85,10,15,12,Local,IoT Sensors
IBM,Europe,Madagascar,HR,Applications Development,100k,82,9,7,2018,4920,Daily,5,9827,93,10,7,15,Local,RFID
Infosys,APAC,Brunei Darussalam,Consulting,Applications Development,100k,73,9,10,2018,1043,Daily,5,479,91,10,9,24,International,RFID
Capgemini,APAC,Sri Lanka,Consulting,Applications Development,100k,93,3,4,2018,1732,Weekly,5,6460,97,10,3,14,Local,RFID
Capgemini,North America,Papua New Guinea,Consulting,Mainframe services,150k,82,21,50,2016,1665,Weekly,18,930,65,6,20,29,Local,Blockchain
Infosys,Europe,Belarus,IT & Infrastructure,Mainframe services,150k,100,23,33,2018,2351,Monthly,13,1674,73,7,20,15,International,Blockchain
IBM,Europe,Saint Lucia,Consulting,Applications Development,100k,80,10,9,2016,6063,Weekly,1,2558,91,10,9,22,Local,RFID
IBM,APAC,Trinidad and Tobago,Consulting,Applications Development & Maintenance,150k,94,20,10,2016,5550,Monthly,7,6864,85,10,15,14,National,IoT Sensors
IBM,North America,Guyana,HR,Applications Development,100k,98,7,10,2017,7626,Weekly,3,7176,92,10,8,21,National,RFID
Genpact,North America,Montserrat,HR,Applications Development & Maintenance,150k,93,11,11,2014,3281,Monthly,5,8932,90,10,10,29,Local,IoT Sensors
IBM,APAC,Wallis and Futuna,IT & Infrastructure,Applications Development & Maintenance,150k,100,13,26,2018,3305,Daily,10,651,81,9,19,26,International,IoT Sensors
IBM,APAC,Vanuatu,Consulting,Mainframe services,150k,77,27,28,2017,4156,Monthly,11,6843,73,7,20,34,National,Blockchain
IBM,APAC,Saint Vincent and the Grenadines,IT & Infrastructure,Applications Development & Maintenance,150k,89,17,10,2014,3285,Daily,7,9138,87,10,13,12,International,IoT Sensors
Infosys,Europe,Uzbekistan,IT & Infrastructure,Mainframe services,150k,95,21,41,2017,6668,Daily,18,9348,70,7,20,25,Local,Blockchain
Infosys,North America,Yemen,HR,Mainframe services,150k,75,21,48,2016,1907,Monthly,16,4433,66,6,20,13,National,Blockchain
Genpact,Europe,Cambodia,IT & Infrastructure,Service Desk,100k,84,16,14,2014,1485,Daily,5,1570,85,10,15,20,International,GPS Tracking
Infosys,North America,Saudi Arabia,IT & Infrastructure,Applications Development & Maintenance,150k,74,19,30,2014,5333,Daily,6,8822,76,7,20,25,International,IoT Sensors
IBM,APAC,Nauru,HR,Mainframe services,150k,99,26,33,2017,6112,Daily,17,6355,71,7,20,36,International,Blockchain
Genpact,Europe,Tunisia,Consulting,Applications Development,100k,82,3,8,2014,2754,Weekly,2,1543,95,10,5,18,National,RFID
IBM,North America,Korea,IT & Infrastructure,Applications Development & Maintenance,150k,78,17,30,2016,6729,Daily,7,9247,77,7,20,18,National,IoT Sensors
IBM,APAC,Palestinian Territory,HR,Applications Development,100k,91,9,3,2016,8517,Weekly,4,3102,95,10,5,14,National,RFID
Capgemini,North America,Cambodia,HR,Service Desk,100k,95,21,23,2018,3500,Daily,13,2230,79,7,20,23,National,GPS Tracking
IBM,Europe,Holy See (Vatican City State),Consulting,Applications Development,100k,85,7,9,2018,2319,Monthly,4,2715,93,10,7,19,International,RFID
Capgemini,APAC,Mayotte,HR,Applications Development,100k,79,6,1,2018,5937,Monthly,2,2485,97,10,3,12,Local,RFID
IBM,Europe,Estonia,Consulting,Applications Development & Maintenance,150k,98,13,19,2018,9973,Weekly,7,2596,85,10,15,13,Local,IoT Sensors
IBM,APAC,Netherlands Antilles,Consulting,Applications Development & Maintenance,150k,78,20,23,2016,1281,Daily,7,6648,79,7,20,20,International,IoT Sensors
Infosys,Europe,Nepal,HR,Mainframe services,150k,89,21,44,2018,4204,Weekly,20,9057,68,6,20,15,International,Blockchain
Capgemini,APAC,Uruguay,Consulting,Applications Development,100k,77,8,4,2017,5710,Monthly,2,8299,94,10,6,12,International,RFID
Capgemini,Europe,Cuba,IT & Infrastructure,Applications Development & Maintenance,150k,82,18,26,2018,5254,Monthly,5,399,78,7,20,20,National,IoT Sensors
IBM,North America,Azerbaijan,IT & Infrastructure,Applications Development,100k,91,3,2,2017,2347,Daily,1,3155,98,10,2,14,Local,RFID
Capgemini,APAC,El Salvador,IT & Infrastructure,Applications Development,100k,85,1,5,2016,2646,Daily,4,8377,98,10,2,21,National,RFID
Genpact,APAC,Mexico,HR,Applications Development,100k,84,3,1,2014,2313,Daily,2,1565,99,10,1,23,National,RFID
Genpact,APAC,Saint Pierre and Miquelon,HR,Applications Development,100k,85,5,8,2014,8645,Daily,2,9189,94,10,6,13,National,RFID
IBM,Europe,Colombia,HR,Applications Development,100k,89,7,3,2014,9312,Monthly,1,4333,96,10,4,24,Local,RFID
Infosys,Europe,Tajikistan,IT & Infrastructure,Mainframe services,150k,72,28,30,2016,8168,Monthly,17,5682,71,7,20,23,Local,Blockchain
Genpact,Europe,Chile,HR,Mainframe services,150k,91,21,20,2018,9562,Monthly,12,156,80,8,20,27,National,Blockchain
Infosys,North America,Yemen,IT & Infrastructure,Applications Development & Maintenance,150k,83,10,17,2014,9388,Weekly,9,1919,87,10,13,26,International,IoT Sensors
Capgemini,North America,Antarctica (the territory South of 60 deg S),Consulting,Service Desk,100k,85,18,29,2014,9773,Daily,7,3343,77,7,20,24,National,GPS Tracking
Infosys,APAC,Guinea-Bissau,IT & Infrastructure,Mainframe services,150k,95,27,48,2017,9962,Daily,10,344,63,6,20,25,International,Blockchain
Genpact,Europe,Croatia,Consulting,Mainframe services,150k,91,28,21,2017,4181,Weekly,17,2311,76,7,20,12,Local,Blockchain
Infosys,North America,Bulgaria,HR,Service Desk,100k,91,16,22,2018,6773,Daily,7,7569,81,9,19,21,National,GPS Tracking
Capgemini,Europe,Greece,HR,Service Desk,100k,81,15,22,2014,8158,Monthly,12,2039,82,9,18,24,Local,GPS Tracking
Infosys,North America,Israel,Consulting,Mainframe services,150k,96,21,30,2016,7363,Monthly,12,1291,75,7,20,13,Local,Blockchain
IBM,APAC,Bolivia,Consulting,Service Desk,100k,97,18,21,2016,2843,Daily,8,8917,81,9,19,12,Local,GPS Tracking
Genpact,APAC,Cote d'Ivoire,IT & Infrastructure,Applications Development & Maintenance,150k,79,14,26,2014,7964,Weekly,9,9941,80,8,20,14,Local,IoT Sensors
IBM,APAC,Azerbaijan,Consulting,Applications Development,100k,85,1,3,2017,7359,Weekly,2,4864,99,10,1,13,National,RFID
IBM,Europe,Grenada,IT & Infrastructure,Applications Development & Maintenance,150k,72,19,20,2014,6338,Daily,10,379,81,9,19,19,Local,IoT Sensors
Capgemini,Europe,El Salvador,HR,Mainframe services,150k,95,24,44,2018,3003,Weekly,16,5343,66,6,20,16,National,Blockchain
Infosys,North America,Algeria,Consulting,Applications Development & Maintenance,150k,80,15,13,2014,3195,Monthly,7,3937,87,10,13,16,International,IoT Sensors
IBM,North America,Niue,IT & Infrastructure,Mainframe services,150k,82,28,23,2014,8567,Monthly,17,2734,75,7,20,22,Local,Blockchain
IBM,North America,Spain,Consulting,Service Desk,100k,94,19,19,2018,8676,Daily,7,2415,82,9,18,18,Local,GPS Tracking
Genpact,APAC,Bolivia,HR,Mainframe services,150k,84,21,20,2014,6925,Daily,17,6395,80,8,20,26,National,Blockchain
Infosys,APAC,Burundi,IT & Infrastructure,Service Desk,100k,85,18,25,2017,6028,Monthly,15,3839,79,7,20,22,International,GPS Tracking
IBM,Europe,Norfolk Island,Consulting,Applications Development,100k,91,5,2,2016,7280,Daily,4,916,97,10,3,16,Local,RFID
Genpact,North America,Cayman Islands,IT & Infrastructure,Applications Development & Maintenance,150k,87,16,26,2017,1748,Weekly,7,7451,79,7,20,24,National,IoT Sensors
Capgemini,Europe,Rwanda,IT & Infrastructure,Service Desk,100k,74,15,24,2018,2107,Weekly,7,3483,81,9,19,22,National,GPS Tracking
Genpact,North America,Macao,HR,Applications Development & Maintenance,150k,74,16,25,2016,9667,Monthly,9,7165,80,8,20,25,International,IoT Sensors
IBM,Europe,Mauritius,HR,Service Desk,100k,82,21,10,2016,3889,Monthly,5,1042,85,10,15,24,International,GPS Tracking
Infosys,Europe,Myanmar,HR,Mainframe services,150k,100,24,20,2016,8770,Weekly,13,3377,78,7,20,23,International,Blockchain
Capgemini,North America,Bouvet Island (Bouvetoya),IT & Infrastructure,Service Desk,100k,80,20,29,2016,6270,Monthly,6,6841,76,7,20,19,National,GPS Tracking
Capgemini,Europe,Maldives,Consulting,Applications Development,100k,81,9,10,2017,3601,Monthly,4,7248,91,10,9,19,Local,RFID
Capgemini,APAC,Greece,Consulting,Applications Development,100k,93,5,3,2016,8461,Daily,5,3479,97,10,3,14,Local,RFID
Infosys,APAC,Nigeria,IT & Infrastructure,Applications Development,100k,96,3,3,2018,7078,Monthly,2,8129,98,10,2,19,National,RFID
IBM,APAC,Slovakia (Slovak Republic),HR,Applications Development,100k,98,7,3,2017,2868,Weekly,1,4834,96,10,4,12,National,RFID
Genpact,APAC,Colombia,Consulting,Service Desk,100k,100,18,11,2014,4396,Monthly,13,9676,86,10,14,17,Local,GPS Tracking
Infosys,APAC,Australia,Consulting,Applications Development & Maintenance,150k,75,16,28,2018,5401,Daily,6,8217,78,7,20,29,Local,IoT Sensors
Capgemini,APAC,Estonia,IT & Infrastructure,Applications Development,100k,95,1,2,2014,7554,Weekly,5,3278,99,10,1,19,National,RFID
Genpact,APAC,Cameroon,IT & Infrastructure,Applications Development,100k,83,1,5,2018,4007,Weekly,1,4258,98,10,2,21,National,RFID
IBM,North America,Sierra Leone,Consulting,Service Desk,100k,77,16,24,2014,9846,Monthly,8,3742,80,8,20,14,International,GPS Tracking
Genpact,North America,Saint Lucia,HR,Applications Development,100k,93,6,5,2017,2781,Monthly,4,9989,95,10,5,12,Local,RFID
Infosys,APAC,Chad,HR,Applications Development & Maintenance,150k,73,12,25,2018,4640,Daily,8,5802,82,9,18,17,International,IoT Sensors
Capgemini,Europe,Christmas Island,Consulting,Applications Development,100k,84,7,1,2018,6425,Weekly,5,2912,97,10,3,14,National,RFID
Capgemini,North America,Guernsey,HR,Applications Development & Maintenance,150k,93,14,21,2017,1383,Monthly,10,7516,83,10,17,18,International,IoT Sensors
Capgemini,Europe,Lithuania,Consulting,Applications Development,100k,81,7,5,2018,1355,Monthly,5,2879,95,10,5,12,Local,RFID
Infosys,APAC,Bosnia and Herzegovina,IT & Infrastructure,Applications Development,100k,94,10,3,2014,7085,Monthly,1,5003,94,10,6,21,Local,RFID
Genpact,APAC,Andorra,IT & Infrastructure,Applications Development,100k,81,9,10,2016,5051,Weekly,3,3479,91,10,9,12,Local,RFID
Genpact,North America,Gibraltar,HR,Applications Development,100k,95,6,2,2017,6636,Daily,2,1072,96,10,4,12,Local,RFID
Capgemini,Europe,Svalbard & Jan Mayen Islands,HR,Applications Development & Maintenance,150k,96,15,11,2017,4410,Weekly,7,3272,88,10,12,19,Local,IoT Sensors
